Type,Time,Bid,Ask,Volume
Tick,2024-10-13 21:13:19.029000+00:00,1.30644,1.30687,
Tick,2024-10-13 21:13:20.030000+00:00,1.30645,1.30688,
Tick,2024-10-13 21:13:21.630000+00:00,,1.30689,
Tick,2024-10-13 21:13:24.632000+00:00,,1.30688,
Tick,2024-10-13 21:13:26.133000+00:00,,1.30689,
Tick,2024-10-13 21:13:27.635000+00:00,1.30646,1.3069,
Tick,2024-10-13 21:13:29.135000+00:00,1.30645,1.30688,
Tick,2024-10-13 21:13:30.637000+00:00,,1.30689,
Tick,2024-10-13 21:13:37.541000+00:00,1.30646,,
Tick,2024-10-13 21:13:40.043000+00:00,,1.3069,
Tick,2024-10-13 21:13:40.544000+00:00,1.30645,1.30689,
Tick,2024-10-13 21:13:44.149000+00:00,1.30642,1.30686,
Tick,2024-10-13 21:13:46.447000+00:00,1.30639,1.30682,
Tick,2024-10-13 21:13:48.749000+00:00,1.30636,1.30679,
Tick,2024-10-13 21:14:06.272000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:14:14.566000+00:00,1.30642,1.30687,
Tick,2024-10-13 21:14:39.883000+00:00,1.30646,1.30689,
Tick,2024-10-13 21:14:52.692000+00:00,1.30647,1.3069,
Tick,2024-10-13 21:15:00.196000+00:00,1.30647,,
Tick,2024-10-13 21:15:01.024000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:15:03.627000+00:00,1.30644,1.30688,
Tick,2024-10-13 21:15:11.622000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:15:27.646000+00:00,1.30644,1.30688,
Tick,2024-10-13 21:15:45.740000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:16:01.097000+00:00,1.30642,1.30686,
Tick,2024-10-13 21:16:01.172000+00:00,1.30644,1.30688,
Tick,2024-10-13 21:16:01.217000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:16:07.021000+00:00,1.30641,1.30685,
Tick,2024-10-13 21:16:08.136000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:16:08.186000+00:00,1.30642,1.30686,
Tick,2024-10-13 21:16:20.691000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:16:22.643000+00:00,1.30642,1.30686,
Tick,2024-10-13 21:16:25.581000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:16:44.072000+00:00,1.30645,1.30689,
Tick,2024-10-13 21:16:45.670000+00:00,1.30646,1.3069,
Tick,2024-10-13 21:16:45.677000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:16:45.918000+00:00,1.30644,1.30688,
Tick,2024-10-13 21:16:53.550000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:16:59.466000+00:00,1.30644,1.30688,
Tick,2024-10-13 21:16:59.522000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:17:12.631000+00:00,1.30643,,
Tick,2024-10-13 21:17:15.917000+00:00,1.30644,1.30688,
Tick,2024-10-13 21:17:19.849000+00:00,1.30643,1.30687,
Tick,2024-10-13 21:17:22.323000+00:00,1.30644,1.30688,
Tick,2024-10-13 21:17:24.154000+00:00,1.30645,1.30689,
Tick,2024-10-13 21:17:41.506000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:17:45.409000+00:00,,1.30692,
Tick,2024-10-13 21:17:50.111000+00:00,1.30647,1.30691,
Tick,2024-10-13 21:17:53.514000+00:00,1.30648,1.30692,
Tick,2024-10-13 21:18:00.218000+00:00,1.30649,,
Tick,2024-10-13 21:18:05.421000+00:00,1.3065,1.30693,
Tick,2024-10-13 21:18:20.131000+00:00,1.30649,,
Tick,2024-10-13 21:18:26.235000+00:00,1.3065,,
Tick,2024-10-13 21:18:31.639000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:18:41.325000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:18:49.451000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:18:51.152000+00:00,1.30651,,
Tick,2024-10-13 21:18:52.653000+00:00,1.30649,1.30693,
Tick,2024-10-13 21:19:04.760000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:19:14.766000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:19:14.867000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:19:15.467000+00:00,,1.30695,
Tick,2024-10-13 21:19:25.073000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:19:25.573000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:19:26.574000+00:00,,1.30695,
Tick,2024-10-13 21:19:35.279000+00:00,,1.30694,
Tick,2024-10-13 21:19:41.683000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:19:48.589000+00:00,1.30653,,
Tick,2024-10-13 21:20:05.598000+00:00,1.30653,,
Tick,2024-10-13 21:20:05.899000+00:00,1.30654,1.30697,
Tick,2024-10-13 21:20:06.099000+00:00,1.30653,,
Tick,2024-10-13 21:20:09.501000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:20:16.105000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:20:25.364000+00:00,1.30648,1.30692,
Tick,2024-10-13 21:21:07.139000+00:00,1.30648,,
Tick,2024-10-13 21:21:26.298000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:21:26.851000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:21:27.352000+00:00,1.30652,,
Tick,2024-10-13 21:21:29.152000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:21:30.453000+00:00,1.30652,1.30696,
Tick,2024-10-13 21:21:33.455000+00:00,,1.30695,
Tick,2024-10-13 21:21:41.460000+00:00,1.30655,1.30697,
Tick,2024-10-13 21:21:42.661000+00:00,1.30654,,
Tick,2024-10-13 21:22:00.173000+00:00,1.30652,1.30696,
Tick,2024-10-13 21:22:07.977000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:22:10.679000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:22:12.680000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:22:16.683000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:22:21.320000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:22:22.386000+00:00,1.30653,1.30695,
Tick,2024-10-13 21:22:41.098000+00:00,1.30655,1.30699,
Tick,2024-10-13 21:22:43.499000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:23:03.612000+00:00,1.30653,1.30695,
Tick,2024-10-13 21:23:04.713000+00:00,,1.30696,
Tick,2024-10-13 21:23:16.254000+00:00,1.30654,1.30697,
Tick,2024-10-13 21:23:17.421000+00:00,1.30655,,
Tick,2024-10-13 21:23:19.322000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:23:20.722000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:23:45.139000+00:00,,1.30696,
Tick,2024-10-13 21:23:49.441000+00:00,,1.30695,
Tick,2024-10-13 21:23:52.243000+00:00,,1.30696,
Tick,2024-10-13 21:24:08.753000+00:00,1.30655,1.30698,
Tick,2024-10-13 21:24:13.957000+00:00,1.30656,1.307,
Tick,2024-10-13 21:24:24.262000+00:00,1.30655,1.30695,
Tick,2024-10-13 21:24:38.071000+00:00,1.30653,1.3069,
Tick,2024-10-13 21:24:38.571000+00:00,1.30648,1.30688,
Tick,2024-10-13 21:24:40.373000+00:00,1.30645,1.30686,
Tick,2024-10-13 21:24:43.275000+00:00,1.30644,1.30685,
Tick,2024-10-13 21:24:50.381000+00:00,1.30647,1.3069,
Tick,2024-10-13 21:24:50.880000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:24:50.999000+00:00,1.30647,1.3069,
Tick,2024-10-13 21:25:01.593000+00:00,1.30647,,
Tick,2024-10-13 21:25:02.088000+00:00,,1.30691,
Tick,2024-10-13 21:25:03.388000+00:00,,1.3069,
Tick,2024-10-13 21:25:06.246000+00:00,1.3065,1.30694,
Tick,2024-10-13 21:25:17.498000+00:00,1.30653,1.30697,
Tick,2024-10-13 21:25:17.699000+00:00,1.30654,1.30698,
Tick,2024-10-13 21:25:21.501000+00:00,1.30653,1.30697,
Tick,2024-10-13 21:25:30.090000+00:00,1.30649,1.30693,
Tick,2024-10-13 21:25:32.707000+00:00,,1.30692,
Tick,2024-10-13 21:25:41.613000+00:00,,1.30694,
Tick,2024-10-13 21:26:01.243000+00:00,1.30661,1.30706,
Tick,2024-10-13 21:26:08.530000+00:00,1.30659,1.30702,
Tick,2024-10-13 21:26:12.334000+00:00,1.30656,1.30699,
Tick,2024-10-13 21:26:12.433000+00:00,1.30653,1.30697,
Tick,2024-10-13 21:26:18.637000+00:00,1.30654,1.30698,
Tick,2024-10-13 21:26:20.638000+00:00,1.30653,1.30697,
Tick,2024-10-13 21:26:21.940000+00:00,1.30652,1.30696,
Tick,2024-10-13 21:26:30.645000+00:00,1.30653,,
Tick,2024-10-13 21:26:32.145000+00:00,1.30656,1.30699,
Tick,2024-10-13 21:26:42.352000+00:00,1.30654,1.30697,
Tick,2024-10-13 21:26:44.653000+00:00,1.30655,,
Tick,2024-10-13 21:26:52.360000+00:00,1.30654,,
Tick,2024-10-13 21:26:53.460000+00:00,,1.30696,
Tick,2024-10-13 21:26:56.261000+00:00,,1.30697,
Tick,2024-10-13 21:27:02.565000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:27:13.872000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:27:20.176000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:27:29.483000+00:00,1.30655,1.30698,
Tick,2024-10-13 21:27:33.485000+00:00,1.30654,1.30697,
Tick,2024-10-13 21:27:40.316000+00:00,1.30653,,
Tick,2024-10-13 21:28:01.503000+00:00,1.30653,,
Tick,2024-10-13 21:28:24.217000+00:00,,1.30696,
Tick,2024-10-13 21:28:46.324000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:28:50.335000+00:00,1.30654,1.30696,
Tick,2024-10-13 21:29:14.250000+00:00,1.30655,1.30699,
Tick,2024-10-13 21:29:24.257000+00:00,1.30654,1.30696,
Tick,2024-10-13 21:29:24.656000+00:00,,1.30697,
Tick,2024-10-13 21:29:44.269000+00:00,1.30655,1.30698,
Tick,2024-10-13 21:29:45.770000+00:00,1.30654,1.30697,
Tick,2024-10-13 21:30:00.079000+00:00,1.30653,,
Tick,2024-10-13 21:30:05.907000+00:00,1.30649,1.30693,
Tick,2024-10-13 21:30:12.674000+00:00,1.30648,1.30692,
Tick,2024-10-13 21:30:15.062000+00:00,1.30649,1.30693,
Tick,2024-10-13 21:30:15.107000+00:00,1.30648,1.30692,
Tick,2024-10-13 21:30:27.997000+00:00,1.30651,1.30695,
Tick,2024-10-13 21:30:30.222000+00:00,1.30648,1.30692,
Tick,2024-10-13 21:30:44.111000+00:00,1.30652,1.30696,
Tick,2024-10-13 21:30:46.710000+00:00,1.30653,1.30697,
Tick,2024-10-13 21:30:49.412000+00:00,1.30652,1.30696,
Tick,2024-10-13 21:30:59.123000+00:00,1.30653,1.30697,
Tick,2024-10-13 21:31:07.129000+00:00,1.30653,,
Tick,2024-10-13 21:31:10.231000+00:00,1.30654,,
Tick,2024-10-13 21:31:17.436000+00:00,1.30655,1.30698,
Tick,2024-10-13 21:31:20.490000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:31:21.438000+00:00,1.3065,1.30693,
Tick,2024-10-13 21:31:48.071000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:31:48.131000+00:00,,1.30693,
Tick,2024-10-13 21:31:58.263000+00:00,,1.30692,
Tick,2024-10-13 21:32:08.470000+00:00,1.30649,,
Tick,2024-10-13 21:32:21.974000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:32:26.303000+00:00,1.30656,1.30699,
Tick,2024-10-13 21:32:28.483000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:32:29.484000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:32:39.091000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:32:41.492000+00:00,1.30654,1.30697,
Tick,2024-10-13 21:33:00.505000+00:00,1.30654,,
Tick,2024-10-13 21:33:09.777000+00:00,1.3065,1.30693,
Tick,2024-10-13 21:33:09.837000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:33:26.776000+00:00,1.30648,,
Tick,2024-10-13 21:33:26.825000+00:00,1.30649,,
Tick,2024-10-13 21:33:40.132000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:33:44.137000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:33:46.643000+00:00,1.3065,1.30693,
Tick,2024-10-13 21:33:46.710000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:34:00.244000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:34:10.634000+00:00,1.3065,1.30693,
Tick,2024-10-13 21:34:10.652000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:34:10.725000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:34:13.175000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:34:15.201000+00:00,1.30647,1.30691,
Tick,2024-10-13 21:34:15.243000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:34:15.293000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:34:30.849000+00:00,1.30647,1.3069,
Tick,2024-10-13 21:34:30.890000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:34:37.887000+00:00,1.30647,1.3069,
Tick,2024-10-13 21:34:51.180000+00:00,1.3065,1.30693,
Tick,2024-10-13 21:35:01.385000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:35:11.271000+00:00,1.30653,1.30696,
Tick,2024-10-13 21:35:21.799000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:35:21.877000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:35:21.934000+00:00,1.30647,1.3069,
Tick,2024-10-13 21:35:42.184000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:35:55.922000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:35:56.022000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:36:06.281000+00:00,1.30651,1.30694,
Tick,2024-10-13 21:36:08.165000+00:00,1.30652,1.30695,
Tick,2024-10-13 21:36:12.734000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:36:12.785000+00:00,1.30645,1.30688,
Tick,2024-10-13 21:36:41.420000+00:00,1.30643,1.30686,
Tick,2024-10-13 21:36:41.428000+00:00,1.30644,1.30687,
Tick,2024-10-13 21:37:01.263000+00:00,1.30647,1.3069,
Tick,2024-10-13 21:37:03.568000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:37:09.633000+00:00,1.30646,1.30689,
Tick,2024-10-13 21:37:09.652000+00:00,1.30643,1.30686,
Tick,2024-10-13 21:37:09.777000+00:00,1.30644,1.30687,
Tick,2024-10-13 21:37:09.798000+00:00,1.30645,1.30688,
Tick,2024-10-13 21:37:14.393000+00:00,1.30646,1.30689,
Tick,2024-10-13 21:37:15.908000+00:00,1.30645,1.30688,
Tick,2024-10-13 21:37:20.788000+00:00,1.30644,1.30687,
Tick,2024-10-13 21:37:33.688000+00:00,1.30645,1.30688,
Tick,2024-10-13 21:37:34.189000+00:00,1.30648,1.30691,
Tick,2024-10-13 21:37:34.689000+00:00,1.30649,1.30692,
Tick,2024-10-13 21:37:35.153000+00:00,1.30646,1.30689,
Tick,2024-10-13 21:37:35.190000+00:00,1.30642,1.30685,
Tick,2024-10-13 21:37:41.369000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:37:54.403000+00:00,1.30644,1.30687,
Tick,2024-10-13 21:37:55.930000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:37:56.271000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:37:56.457000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:37:56.458000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:37:56.467000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:37:57.406000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:38:04.324000+00:00,1.3064,,
Tick,2024-10-13 21:38:15.076000+00:00,1.30642,1.30685,
Tick,2024-10-13 21:38:32.749000+00:00,1.30643,1.30686,
Tick,2024-10-13 21:38:44.138000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:38:50.166000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:38:53.406000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:38:53.406000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:38:53.409000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:38:53.913000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:38:54.995000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:38:55.485000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:38:55.487000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:38:55.487000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:38:55.497000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:38:55.999000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:39:05.199000+00:00,1.30638,1.30681,
Tick,2024-10-13 21:39:06.376000+00:00,1.30641,1.30684,
Tick,2024-10-13 21:39:09.800000+00:00,1.30642,1.30685,
Tick,2024-10-13 21:39:13.856000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:39:14.803000+00:00,1.30639,1.30682,
Tick,2024-10-13 21:39:25.426000+00:00,1.3064,,
Tick,2024-10-13 21:39:25.434000+00:00,1.30639,,
Tick,2024-10-13 21:39:26.442000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:39:26.931000+00:00,1.30639,1.30682,
Tick,2024-10-13 21:39:26.932000+00:00,1.3064,1.30683,
Tick,2024-10-13 21:39:28.899000+00:00,1.30639,1.30682,
Tick,2024-10-13 21:39:29.305000+00:00,1.3064,,
Tick,2024-10-13 21:39:29.307000+00:00,1.30639,,
Tick,2024-10-13 21:39:29.317000+00:00,,1.30681,
Tick,2024-10-13 21:39:41.674000+00:00,1.30642,1.30684,
Tick,2024-10-13 21:39:49.405000+00:00,1.30639,1.30681,
Tick,2024-10-13 21:39:54.991000+00:00,1.30638,1.3068,
Tick,2024-10-13 21:39:55.083000+00:00,1.30637,1.30679,
Tick,2024-10-13 21:39:55.792000+00:00,1.30638,1.3068,
Tick,2024-10-13 21:39:55.792000+00:00,1.30637,1.30679,
Tick,2024-10-13 21:39:56.003000+00:00,1.30638,1.3068,
Tick,2024-10-13 21:39:58.845000+00:00,1.30637,1.30679,
Tick,2024-10-13 21:39:59.299000+00:00,1.30638,1.3068,
Tick,2024-10-13 21:39:59.299000+00:00,1.30637,1.30679,
Tick,2024-10-13 21:39:59.904000+00:00,1.30636,1.30678,
Tick,2024-10-13 21:40:00.233000+00:00,1.30636,,
Tick,2024-10-13 21:40:03.754000+00:00,1.30634,1.30676,
Tick,2024-10-13 21:40:07.822000+00:00,,1.30677,
Tick,2024-10-13 21:40:09.854000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:09.867000+00:00,1.30634,1.30677,
Tick,2024-10-13 21:40:09.872000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:09.893000+00:00,1.30634,1.30677,
Tick,2024-10-13 21:40:11.894000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:14.798000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:40:14.857000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:15.807000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:40:16.854000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:16.858000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:40:22.001000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:24.302000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:40:24.485000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:34.709000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:40:34.803000+00:00,1.30633,,
Tick,2024-10-13 21:40:34.803000+00:00,1.30632,,
Tick,2024-10-13 21:40:34.865000+00:00,1.30633,,
Tick,2024-10-13 21:40:36.211000+00:00,1.30632,,
Tick,2024-10-13 21:40:37.624000+00:00,1.30631,1.30674,
Tick,2024-10-13 21:40:37.626000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:40:38.801000+00:00,1.30631,1.30674,
Tick,2024-10-13 21:40:38.805000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:40:44.779000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:40:50.820000+00:00,,1.30675,
Tick,2024-10-13 21:40:59.985000+00:00,1.30632,,
Tick,2024-10-13 21:41:00.027000+00:00,1.30632,,
Tick,2024-10-13 21:41:17.995000+00:00,,1.30674,
Tick,2024-10-13 21:41:17.995000+00:00,1.30631,1.30673,
Tick,2024-10-13 21:41:18.038000+00:00,1.3063,,
Tick,2024-10-13 21:41:18.047000+00:00,1.30631,1.30674,
Tick,2024-10-13 21:41:20.440000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:41:20.508000+00:00,1.30633,1.30676,
Tick,2024-10-13 21:41:21.664000+00:00,1.30632,1.30675,
Tick,2024-10-13 21:41:21.664000+00:00,1.30631,1.30674,
Tick,2024-10-13 21:41:35.530000+00:00,1.3063,1.30673,
Tick,2024-10-13 21:41:45.857000+00:00,1.30634,1.30676,
Tick,2024-10-13 21:41:50.163000+00:00,1.30631,1.30673,
Tick,2024-10-13 21:41:54.846000+00:00,1.3063,1.30672,
Tick,2024-10-13 21:42:00.674000+00:00,1.3063,1.30673,
Tick,2024-10-13 21:42:23.763000+00:00,1.30629,1.30672,
Tick,2024-10-13 21:42:28.863000+00:00,1.3063,1.30673,
Tick,2024-10-13 21:42:31.988000+00:00,1.30629,1.30672,
Tick,2024-10-13 21:42:59.163000+00:00,1.30628,1.30671,
Tick,2024-10-13 21:43:01.008000+00:00,1.30628,1.3067,
Tick,2024-10-13 21:43:07.263000+00:00,1.30627,1.30669,
Tick,2024-10-13 21:43:09.663000+00:00,1.30626,1.30668,
Tick,2024-10-13 21:43:09.963000+00:00,1.30627,1.30669,
Tick,2024-10-13 21:43:18.045000+00:00,,1.3067,
Tick,2024-10-13 21:43:29.627000+00:00,1.30628,1.30671,
Tick,2024-10-13 21:43:30.407000+00:00,1.30627,1.3067,
Tick,2024-10-13 21:43:39.051000+00:00,1.30626,1.30669,
Tick,2024-10-13 21:43:39.060000+00:00,1.30627,1.3067,
Tick,2024-10-13 21:43:40.115000+00:00,1.30626,1.30669,
Tick,2024-10-13 21:43:40.133000+00:00,1.30627,,
Tick,2024-10-13 21:43:50.040000+00:00,1.30626,,
Tick,2024-10-13 21:44:00.247000+00:00,1.30627,,
Tick,2024-10-13 21:44:00.363000+00:00,1.30626,1.30668,
Tick,2024-10-13 21:44:16.858000+00:00,1.30625,1.30667,
Tick,2024-10-13 21:44:18.364000+00:00,,1.30668,
Tick,2024-10-13 21:44:29.666000+00:00,,1.30667,
Tick,2024-10-13 21:44:37.862000+00:00,1.30624,1.30666,
Tick,2024-10-13 21:44:38.162000+00:00,1.30625,1.30667,
Tick,2024-10-13 21:44:50.880000+00:00,1.30623,1.30665,
Tick,2024-10-13 21:44:51.001000+00:00,1.30624,1.30666,
Tick,2024-10-13 21:44:56.763000+00:00,1.30623,1.30665,
Tick,2024-10-13 21:44:57.063000+00:00,1.30624,1.30666,
Tick,2024-10-13 21:45:01.086000+00:00,1.30624,,
Tick,2024-10-13 21:45:16.317000+00:00,1.30643,1.30685,
Tick,2024-10-13 21:45:17.297000+00:00,1.30639,1.30682,
